date,temperature,rainfall,humidity,Household_ID,Bathroom_Liters,Kitchen_Liters,Laundry_Liters,Gardening_Liters,Total_Liters,is_weekend,is_public_holiday,festival_name
2020-01-23,15.4,1.6,55.2,6.0,289.95178510524966,156.3579111102686,152.54022055131892,25.585603483724242,624.4355202505615,0.0,0.0,
2020-01-24,16.2,11.5,54.7,16.0,201.51807860256753,119.09945792681111,142.46601936858147,57.48712187872895,520.5706777766891,0.0,0.0,
2020-01-25,27.4,10.1,40.1,4.0,279.058302885947,197.0,223.26734934840107,115.00609711531676,814.3317493496648,1.0,0.0,
2020-01-26,24.2,19.3,56.2,6.0,321.7757150223653,110.10876807931203,160.01196450495198,41.06517073874313,632.9616183453725,1.0,1.0,Republic Day
2020-01-27,24.7,14.5,64.4,5.0,217.74103493639416,173.43383019852502,98.7632100325801,0.0,489.9380751674993,0.0,0.0,
2020-01-28,18.8,2.4,68.1,16.0,308.2142189413396,176.2602001024634,131.4969848779876,66.59563777368314,682.5670416954738,0.0,0.0,
2020-01-29,19.7,7.2,58.5,16.0,250.3555846877327,118.25278069080639,157.29677895716225,69.62629668600617,595.5314410217076,0.0,0.0,
2020-01-30,21.7,16.2,42.7,10.0,268.66395324943517,189.86245364715072,204.66140240475545,79.47375418152659,742.6615634828679,0.0,0.0,
2020-01-31,26.6,7.3,59.7,9.0,250.29229860429774,132.85088851626884,176.4316296888935,100.52914493073862,660.1039617401988,0.0,0.0,
2020-02-01,26.7,16.2,66.0,4.0,399.0,166.70560760122856,121.98126318332469,107.03098910815791,794.7178598927112,1.0,0.0,
2020-02-02,27.1,8.9,47.4,14.0,313.66515590396784,165.62234464699895,249.0,92.2335916459542,820.521092196921,1.0,0.0,
2020-02-03,15.1,18.5,42.7,4.0,223.26905267263123,136.8681452153727,161.17788038023525,117.11241356962626,638.4274918378654,0.0,0.0,
2020-02-04,26.9,3.0,69.0,12.0,334.69478735019743,169.6731453102717,206.74332994437856,20.72253421915636,731.8337968240041,0.0,0.0,
2020-02-05,16.9,17.7,47.1,10.0,213.6016537516303,169.07198384969092,142.39967658272062,92.57731783988342,617.6506320239253,0.0,0.0,
2020-02-06,23.8,17.1,57.7,4.0,298.3274536489107,80.83847645310003,173.28747950051815,96.90790246635292,649.3613120688817,0.0,0.0,
2020-02-07,21.3,5.5,55.7,18.0,169.81810001558773,186.8036339829145,187.08897675278018,30.644082610992797,574.3547933622752,0.0,0.0,
2020-02-08,16.1,17.1,61.1,13.0,227.96448613545851,92.20741562352777,224.5809964508648,23.42362398302439,568.1765221928755,1.0,0.0,
2020-02-09,18.9,11.9,47.5,13.0,327.3778007779435,195.10663282829165,216.60472769064867,52.98937643287612,792.07853772976,1.0,0.0,
2020-02-10,26.5,7.6,59.0,14.0,329.71222608327076,180.6379216101184,188.56460098493545,51.1691647187523,750.083913397077,0.0,0.0,
2020-02-11,24.2,0.0,57.5,18.0,296.10544598508926,103.66256846218172,135.03373698967184,101.41335417767496,636.2151056146178,0.0,0.0,
2020-02-12,21.1,8.2,66.6,1.0,279.096573701348,127.27064105638043,123.46178136045293,52.83819351311142,582.6671896312928,0.0,0.0,
2020-02-13,25.9,5.3,50.2,16.0,268.1063109857068,103.1510043908701,164.23621946303126,44.25171309087065,579.7452479304789,0.0,0.0,
2020-02-14,24.5,1.2,45.7,15.0,198.3313922466891,134.0700936499112,191.31179009969563,52.941349530398014,576.654625526694,0.0,0.0,
2020-02-15,17.1,9.8,44.6,5.0,267.62048854551017,143.9219471122921,153.11805171396867,125.81996508581621,690.480452457587,1.0,0.0,
2020-02-16,21.8,17.7,53.5,6.0,284.51732313296264,185.45120836264132,216.99175425896686,82.63547637327031,769.5957621278411,1.0,0.0,
2020-02-17,24.3,6.2,48.3,6.0,348.5960602478858,187.0108006579097,214.7338894487139,68.29493193314697,818.6356822876564,0.0,0.0,
2020-02-18,26.1,0.3,44.7,3.0,306.31314395505245,189.97416811533319,107.92599122251448,70.75378810767675,674.9670914005768,0.0,0.0,
2020-02-19,16.6,5.2,64.8,16.0,181.47057741956542,122.01715462765877,111.50589551435479,120.54008329711948,535.5337108586984,0.0,0.0,
2020-02-20,26.9,12.5,54.9,12.0,305.15552171596846,134.26791130431744,142.9109330813712,48.057479740510914,630.391845842168,0.0,0.0,
2020-02-21,24.4,6.4,53.5,4.0,263.12966083672325,83.097880801336,163.1092811755135,121.37270246667174,630.7095252802445,0.0,0.0,
2020-02-22,21.8,2.5,66.5,1.0,270.41846013661893,124.91408576132613,138.14782778778803,90.34802045743993,623.828394143173,1.0,0.0,
2020-02-23,23.4,14.7,42.5,4.0,354.418365219068,192.52198730833493,231.22719085256918,75.85999225008209,854.0275356300541,1.0,0.0,
2020-02-24,26.7,12.8,67.1,1.0,347.0480041852299,197.0,168.35983200899756,146.0,858.4078361942275,0.0,0.0,
2020-02-25,17.8,1.9,61.9,8.0,341.1385382814097,98.6857656540576,151.01854249896616,37.17504172292884,628.0178881573623,0.0,0.0,
2020-02-26,22.3,6.0,42.8,5.0,236.21717798855582,120.96557276308583,84.49938627182408,62.10088671494006,503.78302373840586,0.0,0.0,
2020-02-27,21.2,12.5,55.5,2.0,267.6257829449367,140.61345649677855,89.91403127235097,30.897300682796903,529.0505713968631,0.0,0.0,
2020-02-28,20.0,8.1,68.4,12.0,305.5809834065787,151.25439041874517,161.90981729985688,108.48120276009853,727.2263938852793,0.0,0.0,
2020-02-29,19.3,19.7,67.6,17.0,378.13789684931965,124.77153882598525,63.0,146.0,711.9094356753048,1.0,0.0,
2020-03-01,37.8,6.4,54.2,7.0,283.30905095678895,171.87406907123193,214.38627579397067,146.0,815.5693958219915,1.0,0.0,
2020-03-02,32.8,4.4,45.2,11.0,274.9476739215454,125.08304202019023,142.1093439398958,118.12149266707004,660.2615525487015,0.0,0.0,
2020-03-03,31.9,7.1,34.1,4.0,220.38754589871593,141.02836185340618,249.0,67.64264695323175,678.0585547053539,0.0,0.0,
2020-03-04,33.8,5.8,44.2,5.0,215.06166714457171,160.49151961100046,249.0,61.69056968350466,686.2437564390768,0.0,0.0,
2020-03-05,30.9,9.8,31.0,6.0,334.10104664361575,141.75291690710878,141.05903601290822,15.318027857792416,632.2310274214252,0.0,0.0,
2020-03-06,31.2,1.7,40.6,11.0,366.3220633557538,126.38305104179503,144.44560126424633,146.0,783.1507156617952,0.0,0.0,
2020-03-07,34.9,1.6,42.9,1.0,309.8508734993909,151.49798954121076,213.54037983289916,100.44436175925112,775.333604632752,1.0,0.0,
2020-03-08,35.1,2.5,53.4,10.0,379.9623367138781,152.30921503552614,248.6337260099305,62.91008144589706,843.8153592052317,1.0,0.0,
2020-03-09,32.5,4.5,38.1,20.0,307.38089195463425,128.68692164832672,75.38645650006639,121.81829367348814,633.2725637765155,0.0,0.0,
2020-03-10,44.7,0.9,33.0,11.0,247.71959483801004,132.54719180912804,68.69798669512319,40.11786920957188,489.08264255183315,0.0,0.0,
2020-03-11,31.6,1.5,35.9,17.0,307.36664446596626,197.0,121.1944202455165,89.09884028086404,714.6599049923468,0.0,0.0,
2020-03-12,38.7,1.1,45.6,8.0,377.0954976695622,160.99950722301867,175.5137924291421,68.53007026657042,782.1388675882934,0.0,0.0,
2020-03-13,32.8,5.3,39.3,13.0,283.8269151297171,131.27388175121493,171.64245688190695,97.33894122215894,684.082194984998,0.0,0.0,
2020-03-14,40.9,2.6,48.6,20.0,399.0,182.2934068040332,217.21986830689997,79.64280698226875,878.1560820932019,1.0,0.0,
2020-03-15,31.6,8.3,41.9,18.0,150.0,142.93744252302537,104.6643809210594,25.45251517338401,423.0543386174688,1.0,0.0,
2020-03-16,44.2,0.3,38.9,16.0,334.6567176622922,182.24914191748076,63.0,77.3436597187258,657.2495192984987,0.0,0.0,
2020-03-17,34.6,8.7,33.7,2.0,291.10849137025053,154.36027600014177,187.92514322663823,111.90437080694579,745.2982814039763,0.0,0.0,
2020-03-18,42.7,8.0,36.4,5.0,268.2305423750816,137.80554388530567,111.89925247525103,73.62254756948174,591.5578863051201,0.0,0.0,
2020-03-19,30.9,0.5,47.4,18.0,291.3878301701183,157.07024905523346,63.0,102.18375055449773,613.6418297798494,0.0,0.0,
2020-03-20,30.2,9.9,35.3,3.0,168.16479136214133,87.00490784742881,155.78046497150922,37.534040307627315,448.48420448870667,0.0,0.0,
2020-03-21,30.4,3.0,46.8,17.0,300.225240395282,112.66190632847149,203.50195827352695,81.10024904570963,697.48935404299,1.0,0.0,
2020-03-22,32.3,7.1,41.2,16.0,337.82411061452456,110.09776528713523,158.11051343744995,57.732517720588504,663.7649070596982,1.0,0.0,
2020-03-23,31.6,7.2,40.8,6.0,373.53139510321466,146.4915530825278,128.59706601064147,101.18472354026731,749.8047377366513,0.0,0.0,
2020-03-24,42.4,6.2,40.1,19.0,255.2368180108321,197.0,142.0548615614568,75.77824151036252,670.0699210826514,0.0,0.0,
2020-03-25,32.3,8.2,33.3,7.0,238.03790648737316,197.0,132.53159666670882,99.16399328137888,666.7334964354609,0.0,0.0,
2020-03-26,37.8,1.7,42.7,18.0,256.2154043188298,163.67674597885792,88.4608242157378,113.28377292255509,621.6367474359806,0.0,0.0,
2020-03-27,42.5,2.9,31.2,14.0,340.19759294080984,158.91430564019527,117.01731125887761,99.21885146644038,715.3480613063231,0.0,0.0,
2020-03-28,35.4,7.6,30.1,6.0,335.97531093533973,86.91683872292268,190.01714635439006,92.79405148390619,705.7033474965586,1.0,0.0,
2020-03-29,41.9,8.9,38.0,8.0,280.0115016959217,134.9631789050315,180.11781354486124,43.13566310382165,638.2281572496362,1.0,0.0,
2020-03-30,39.5,5.4,44.5,15.0,316.36671222173163,114.18603554262758,156.8172845018934,74.56106732164403,661.9310995878966,0.0,0.0,
2020-03-31,30.5,1.0,37.1,15.0,291.7029071419931,119.98038740783656,104.37190601850953,55.73036382157028,571.7855643899095,0.0,0.0,
2020-04-01,44.2,5.6,36.5,15.0,343.3528158056813,135.6937300998245,141.05659713586272,62.442549642811684,682.5456926841803,0.0,0.0,
2020-04-02,39.4,7.4,42.7,16.0,244.34567145081724,125.14374178390736,63.0,61.360576143764774,493.84998937848934,0.0,0.0,
2020-04-03,44.2,2.4,33.7,1.0,266.5324321278961,72.82852762982138,157.28694764121883,39.863585466137174,536.5114928650735,0.0,0.0,
2020-04-04,43.3,3.2,53.6,11.0,288.9846310917322,184.23895149322237,235.02893663845242,5.67202905394725,713.9245482773542,1.0,0.0,
2020-04-05,35.9,9.8,42.1,5.0,219.14279609730974,114.72461287112438,91.05365488822441,56.02822136924244,480.94928522590095,1.0,0.0,
2020-04-06,39.6,6.4,39.9,5.0,303.49836693194874,149.83425574651238,122.82237650745826,81.52675778717123,657.6817569730906,0.0,0.0,
2020-04-07,35.1,4.4,53.2,6.0,301.4203816676946,197.0,164.07838255936494,26.787254819165312,689.2860190462249,0.0,0.0,
2020-04-08,38.8,9.7,51.9,2.0,286.2530282638596,109.61817199631291,205.72670735126798,75.21686433248358,676.8147719439241,0.0,0.0,
2020-04-09,34.2,9.1,46.2,6.0,272.0481452037364,53.70375082779367,129.03097132166891,142.1370916481368,596.9199590013358,0.0,0.0,
2020-04-10,38.3,5.5,50.1,14.0,202.07379478886924,131.60279693341639,118.02862461371248,110.98796296397637,562.6931792999744,0.0,0.0,
2020-04-11,36.0,4.2,42.8,11.0,287.1243775428176,197.0,66.51423895640184,146.0,696.6386164992194,1.0,0.0,
2020-04-12,39.6,3.5,54.8,4.0,292.20445593666244,197.0,169.29406749330946,97.40351994734668,755.9020433773186,1.0,0.0,
2020-04-13,39.5,5.6,42.6,9.0,238.40629228425774,98.85234851525635,241.3107425648456,116.11738902877471,694.6867723931344,0.0,0.0,
2020-04-14,36.8,7.2,54.3,3.0,276.39205659520434,158.77042400377653,161.7452148145931,48.95256107041462,645.8602564839886,0.0,0.0,
2020-04-15,34.4,7.6,37.7,16.0,309.8944348925946,125.37907969856234,148.23551137337333,51.77996542478333,635.2889913893135,0.0,0.0,
2020-04-16,43.2,4.8,41.0,11.0,397.72715563562275,137.8525339093477,163.76167154227534,0.0,699.3413610872458,0.0,0.0,
2020-04-17,30.1,5.1,53.7,4.0,296.2956458575517,197.0,148.7398966639812,116.77912687492898,758.8146693964618,0.0,0.0,
2020-04-18,30.4,8.4,45.4,1.0,331.3339469952531,98.29810997830229,123.842131936226,142.29131092495433,695.7654998347357,1.0,0.0,
2020-04-19,32.2,8.8,41.7,16.0,309.6920912922953,165.37103062436816,204.99499299613623,60.51880476122952,740.5769196740292,1.0,0.0,
2020-04-20,39.6,2.7,33.6,19.0,172.24180791565306,157.76362430963084,159.4188722196685,65.64236736055832,555.0666718055107,0.0,0.0,
2020-04-21,39.4,9.4,35.8,16.0,284.37876273187675,179.21763014663037,150.0341257586076,47.89092764958825,661.5214462867029,0.0,0.0,
2020-04-22,33.0,9.1,36.8,11.0,289.5192990527729,144.9309940665056,105.26383425559874,88.24773762285407,627.9618649977314,0.0,0.0,
2020-04-23,43.3,3.0,51.1,8.0,399.0,152.22243048345547,208.01104518789197,114.60550216500201,873.8389778363494,0.0,0.0,
2020-04-24,42.9,4.0,48.5,1.0,274.5505077841168,127.93588298321531,179.20934205417885,12.775487949542757,594.4712207710537,0.0,0.0,
2020-04-25,31.2,2.4,46.1,9.0,334.201977932711,165.95853214687682,136.74160524939109,98.11873712769703,735.0208524566759,1.0,0.0,
2020-04-26,35.6,3.4,38.3,12.0,312.28224256423255,142.5795803158975,213.85002149169387,71.31915456506312,740.030998936887,1.0,0.0,
2020-04-27,35.9,2.9,36.0,8.0,216.69303714437956,163.1047527449708,126.80610641907631,78.68654892394767,585.2904452323744,0.0,0.0,
2020-04-28,36.2,7.7,32.4,17.0,353.674757946713,128.7008297265925,113.98193867985165,90.95852915550678,687.3160555086639,0.0,0.0,
2020-04-29,32.8,4.2,53.6,10.0,330.5102607718856,154.61915009067565,114.98739197747281,67.97707402648587,668.09387686652,0.0,0.0,
2020-04-30,44.6,1.7,48.7,7.0,332.82729931637914,140.5142880925298,69.38812690099974,70.9817093378066,613.7114236477153,0.0,0.0,
2020-05-01,42.0,5.3,54.9,19.0,232.0588416563619,180.61519052309166,170.50035282841037,87.18509134823873,670.3594763561027,0.0,0.0,
2020-05-02,38.6,0.2,50.5,6.0,399.0,153.72073692653007,73.34742318505732,146.0,772.0681601115874,1.0,0.0,
2020-05-03,38.2,7.3,41.0,19.0,223.16248210744007,87.986871027452,103.23869316888452,128.02768382853063,542.4157301323072,1.0,0.0,
2020-05-04,32.8,2.8,30.1,18.0,320.72770492690177,185.33127995777286,63.0,107.24058053547489,676.2995654201495,0.0,0.0,
2020-05-05,35.0,7.7,52.4,15.0,399.0,110.09204284146446,145.35939008547996,38.388307830444,692.8397407573884,0.0,0.0,
2020-05-06,39.8,7.4,37.7,2.0,227.24988305722542,118.83777832858617,142.4625264251441,79.58199628771376,568.1321840986694,0.0,0.0,
2020-05-07,43.7,2.3,54.5,14.0,252.39066238789917,120.8546037208763,134.5103022072213,138.54237908724025,646.297947403237,0.0,0.0,
2020-05-08,37.4,6.2,37.3,10.0,291.8554338904531,189.2367295149027,102.23347299373441,98.79814976676454,682.1237861658547,0.0,0.0,
2020-05-09,41.7,7.7,43.2,16.0,281.7249136214236,74.14085137873894,106.02646103549634,140.25363161220494,602.1458576478637,1.0,0.0,
2020-05-10,42.2,2.6,32.3,7.0,213.46184466644647,197.0,187.1946634293136,146.0,743.65650809576,1.0,0.0,
2020-05-11,33.6,5.6,34.1,8.0,290.0131065584872,178.185719011874,124.41735668190765,145.00214874669297,737.6183309989619,0.0,0.0,
2020-05-12,32.4,0.7,41.2,10.0,222.99687991504112,149.27861999712985,163.50359499245226,101.35837656440184,637.1374714690251,0.0,0.0,
2020-05-13,33.3,3.7,31.9,15.0,314.0155341517437,139.62462990555616,109.32693981822841,73.46971035860032,636.4368142341285,0.0,0.0,
2020-05-14,37.1,8.3,37.8,8.0,231.46405263969038,151.4415784689034,157.40354574954404,0.0,540.3091768581378,0.0,0.0,
2020-05-15,43.8,6.4,41.3,13.0,377.8005748046701,159.61815315754828,208.00067996747958,89.28501271533231,834.7044206450302,0.0,0.0,
2020-05-16,31.6,5.9,36.9,12.0,263.4870382085708,180.31796766404204,193.235195877177,90.20946697449254,727.2496687242824,1.0,0.0,
2020-05-17,32.9,5.6,51.0,8.0,293.5507638444499,176.89652669098695,143.7101234964718,126.58589905092555,740.7433130828342,1.0,0.0,
2020-05-18,34.8,5.5,30.5,15.0,334.15979764498763,144.6393443579883,160.8362871715184,89.95342463333668,729.588853807831,0.0,0.0,
2020-05-19,42.6,8.8,44.3,12.0,213.00781960512273,134.68038582874192,138.3891693292013,82.268380141956,568.345754905022,0.0,0.0,
2020-05-20,32.4,0.0,39.9,11.0,299.4294902744194,136.2793061623167,149.59529257585368,14.917360220248954,600.2214492328387,0.0,0.0,
2020-05-21,34.4,9.9,35.9,19.0,363.4125125708091,134.7647359570421,134.55922868233492,53.66719115155281,686.4036683617389,0.0,0.0,
2020-05-22,42.1,6.0,35.9,14.0,190.68902727409406,180.8831462872514,141.83064592210303,119.06117240377432,632.4639918872228,0.0,0.0,
2020-05-23,41.8,6.5,45.0,18.0,326.58073427215123,178.3455812806941,174.68287948313426,146.0,825.6091950359796,1.0,0.0,
2020-05-24,42.5,8.5,34.1,13.0,331.4859894715,51.0,114.89786179730419,101.8116349704962,599.1954862393004,1.0,0.0,
2020-05-25,30.4,6.1,54.1,4.0,332.2815608297444,164.29630798432845,103.4372403974302,112.19041963261719,712.2055288441202,0.0,0.0,
2020-05-26,35.0,3.1,40.1,17.0,212.64713412942052,148.28929095269584,86.63501296674164,141.02631078573253,588.5977488345906,0.0,0.0,
2020-05-27,32.8,5.9,32.6,19.0,207.69849559840168,140.8806192910693,77.08884303997274,59.62550210925292,485.29346003869665,0.0,0.0,
2020-05-28,39.5,2.6,50.4,9.0,316.8807494956981,128.0445292136804,94.35657784487557,113.99087529799448,653.2727318522486,0.0,0.0,
2020-05-29,44.1,9.7,32.3,7.0,303.5495918642354,180.54793885304468,156.42965950537007,62.87548474617701,703.4026749688272,0.0,0.0,
2020-05-30,41.7,9.6,34.0,1.0,330.8738868455794,191.86049518689958,119.8857416605149,146.0,788.620123692994,1.0,0.0,
2020-05-31,40.0,7.4,50.2,7.0,337.12893244724734,126.17376809411014,189.63697485627472,114.45177671570822,767.3914521133404,1.0,0.0,
2020-06-01,25.1,38.1,67.3,7.0,245.65109357133517,155.65877994051584,150.80513301269275,110.83513705654227,662.9501435810861,0.0,0.0,
2020-06-02,31.8,44.4,71.0,20.0,299.71357316521824,107.80380654944221,63.0,60.931671957094686,531.4490516717551,0.0,0.0,
2020-06-03,27.0,79.7,70.4,7.0,303.3177512059651,93.64347026216909,178.770775160013,129.6960382542223,705.4280348823695,0.0,0.0,
2020-06-04,32.1,50.5,77.8,8.0,243.6168611614499,119.7766527489295,185.7963435947983,146.0,695.1898575051777,0.0,0.0,
2020-06-05,25.3,12.5,91.1,16.0,396.51755740744323,171.46366694855482,104.42987898556049,50.53076539029566,722.9418687318542,0.0,0.0,
2020-06-06,26.5,17.3,73.9,3.0,345.43276441561346,192.0742546192677,185.00361677949834,89.51144362353514,812.0220794379146,1.0,0.0,
2020-06-07,28.8,32.4,75.3,13.0,236.88745417501872,175.27310756749858,121.68552716604279,118.52441441745833,652.3705033260185,1.0,0.0,
2020-06-08,28.6,28.7,76.7,10.0,324.85798613662314,166.6980659517735,153.64364802143925,133.36009520340318,778.5597953132391,0.0,0.0,
2020-06-09,30.3,18.3,94.9,18.0,228.1894448615764,159.44654207433163,92.22777077262373,71.22821609260005,551.0919738011318,0.0,0.0,
2020-06-10,32.0,46.9,85.6,7.0,332.5933760290856,119.26418162364168,68.39450779636321,0.0,520.2520654490905,0.0,0.0,
2020-06-11,27.8,35.3,85.8,5.0,354.60946684806663,156.52202627788873,131.97998508313515,146.0,789.1114782090905,0.0,0.0,
2020-06-12,26.9,52.7,66.9,7.0,237.31559171239195,169.31220489589052,143.6614535911757,132.164494753962,682.4537449534201,0.0,0.0,
2020-06-13,26.8,31.9,80.4,17.0,377.3446359275001,184.4825871827297,144.44087002261315,18.260033316554793,724.5281264493977,1.0,0.0,
2020-06-14,31.3,64.6,73.4,4.0,341.45296579085044,197.0,105.44139240401616,75.91254048056612,719.8068986754326,1.0,0.0,
2020-06-15,27.8,48.6,83.0,16.0,334.66606048299735,166.11521793064603,131.2098175397977,146.0,777.9910959534411,0.0,0.0,
2020-06-16,26.4,16.9,87.0,19.0,398.35574128700506,153.72876301376633,161.38164769162037,146.0,859.4661519923918,0.0,0.0,
2020-06-17,34.1,72.0,65.4,10.0,271.4080687852763,178.6749017699231,147.21591542228907,140.38751462646485,737.6864006039533,0.0,0.0,
2020-06-18,32.0,31.5,90.0,3.0,241.28288394451812,140.60944741369136,157.4683935934807,88.9282952156385,628.2890201673287,0.0,0.0,
2020-06-19,32.0,65.9,67.0,3.0,233.23653587296295,110.9201415704278,119.02662748255517,100.88886645611652,564.0721713820625,0.0,0.0,
2020-06-20,31.5,65.3,85.6,17.0,261.3647443070062,149.45694242900532,222.27595567650897,100.11562114949298,733.2132635620135,1.0,0.0,
2020-06-21,28.0,33.7,67.8,10.0,309.51896797199896,127.24188207405037,105.83107537426338,146.0,688.5919254203127,1.0,0.0,
2020-06-22,29.9,67.6,90.2,17.0,306.1669878165279,118.09457027887524,171.22254997142568,56.62734986173232,652.1114579285612,0.0,0.0,
2020-06-23,26.1,66.4,92.9,17.0,302.34695775469817,136.51375869532768,202.5277270093923,59.86066439880128,701.2491078582194,0.0,0.0,
2020-06-24,26.8,29.2,94.3,4.0,334.96965957191173,114.02511416978211,170.92262314155437,143.6943104378618,763.61170732111,0.0,0.0,
2020-06-25,27.2,65.7,67.5,6.0,286.72050437661613,130.8406590478794,140.10882387987974,95.01018583376245,652.6801731381377,0.0,0.0,
2020-06-26,29.9,37.5,76.0,12.0,372.08780044682885,75.80265791694742,125.42075898013499,146.0,719.3112173439113,0.0,0.0,
2020-06-27,30.0,40.0,83.1,20.0,297.29280506954655,163.82676419059834,215.54930263844568,72.66560791323238,749.334479811823,1.0,0.0,
2020-06-28,34.8,41.2,77.7,17.0,399.0,155.72902623869425,93.59082300319572,103.98225257075791,752.3021018126478,1.0,0.0,
2020-06-29,27.9,34.3,77.9,17.0,323.0276371843161,113.16886354303212,105.5001689273833,54.477558134367065,596.1742277890986,0.0,0.0,
2020-06-30,33.7,44.1,70.4,10.0,235.1540346997065,164.41240914162967,131.31537919172345,97.39787620890269,628.2796992419624,0.0,0.0,
2020-07-01,26.4,65.0,90.1,7.0,222.4879004540459,174.07304808579065,205.04188898562262,28.80529439965808,630.4081319251172,0.0,0.0,
2020-07-02,29.8,13.5,86.3,16.0,314.541770415589,85.73161663917665,166.36252020248966,74.54785880090887,641.1837660581642,0.0,0.0,
2020-07-03,31.4,74.9,79.4,13.0,272.70738456209074,115.05583220286941,105.5938819952495,30.757627818868688,524.1147265790784,0.0,0.0,
2020-07-04,28.8,57.6,68.4,3.0,361.08857703071857,126.31638622213312,148.77412894406845,141.99998402295384,778.179076219874,1.0,0.0,
2020-07-05,30.4,58.8,83.2,2.0,345.3939588108494,119.79657225809174,133.69632610647128,143.15092848471343,742.0377856601258,1.0,0.0,
2020-07-06,26.1,18.7,77.8,16.0,281.63408994065963,170.32106168555282,117.23786183540214,17.18558621332311,586.3785996749376,0.0,0.0,
2020-07-07,34.5,11.2,90.0,6.0,235.76820553581,134.8022970781319,193.3750306127447,146.0,709.9455332266866,0.0,0.0,
2020-07-08,32.7,10.2,68.2,6.0,196.17872459748943,132.3486930718935,87.39244582634362,146.0,561.9198634957265,0.0,0.0,
2020-07-09,29.2,76.9,70.3,13.0,259.48910276882236,71.97596167783504,221.77483469750962,99.18174750579426,652.4216466499613,0.0,0.0,
2020-07-10,33.5,75.8,77.5,7.0,336.70100034297724,163.5853521084026,186.582254201358,67.46287402576843,754.3314806785062,0.0,0.0,
2020-07-11,29.1,75.0,87.8,5.0,328.5011369413196,108.36689178842457,218.26584845273183,146.0,801.133877182476,1.0,0.0,
2020-07-12,25.0,17.3,91.7,7.0,233.3389794343388,157.97128695521667,141.20427559377774,39.7889323148063,572.3034742981395,1.0,0.0,
2020-07-13,34.6,73.8,67.2,2.0,296.21286501747534,151.157750146473,142.4796477531029,97.98615502135168,687.836417938403,0.0,0.0,
